excessFee,rrp,balanceRRP,oldBalanceRRP,deviceCost,excess_to_rrp_ratio,balance_change,has_balance_change,device_condition_score,device_issues_count,device_not_assessed_count,turnOnOff,touchScreen,smashed,frontCamera,backCamera,frontOrBackCamera,audio,mic,buttons,connection,charging,other,desc_length,desc_word_count,desc_sentence_count,desc_has_newlines,desc_uppercase_ratio,desc_exclamation_count,desc_question_count,has_redacted_pii,policy_duration_days,purchase_to_policy_days,is_policy_active,policy_start_month,policy_start_dayofweek,coverage_encoded,claimType_encoded,country_encoded,channel_encoded,relationship_encoded,deviceType_encoded,productCode_freq,retailerName_freq,model_freq,target
619.0,9490.0,9490.0,9490.0,0,0.06522655426765016,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,165,29,2,0,0.0,0,0,1,731,0,1,4,1,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.0020833333333333333,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,283,47,4,0,0.007067137809187279,0,0,1,731,0,1,10,1,0,0,2,2,0,2,0.09975669099756691,0.15085351329892815,0.03229166666666667,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,529,85,7,0,0.03969754253308128,0,0,1,365,-3,1,2,0,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.009722222222222222,0
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,200,33,3,0,0.01,0,0,1,365,-1,1,2,2,0,0,2,2,0,2,0.029197080291970802,0.15085351329892815,0.03229166666666667,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,170,30,3,0,0.0,0,0,1,731,0,1,3,5,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.025694444444444443,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,2,5,2,1,0,-1,0,1,-1,0,0,0,-1,-1,-1,214,33,4,0,0.009345794392523364,0,0,1,365,96,1,7,6,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.016666666666666666,1
619.0,9490.0,9490.0,9490.0,0,0.06522655426765016,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,242,34,5,0,0.012396694214876033,0,0,1,731,0,1,4,1,0,0,2,2,0,2,0.09975669099756691,0.15085351329892815,0.0045138888888888885,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,239,43,2,0,0.0,0,0,1,365,-1,1,2,4,1,0,2,2,0,2,0.03753910323253389,0.15085351329892815,0.03229166666666667,0
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,0,7,2,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,162,24,3,0,0.024691358024691357,0,0,1,365,-3,1,2,0,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.025694444444444443,0
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,165,22,3,0,0.006060606060606061,0,0,1,365,-3,1,2,0,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.009722222222222222,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,211,35,3,0,0.004739336492890996,0,0,1,365,-31,1,2,0,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.009722222222222222,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,398,66,6,0,0.01256281407035176,0,0,1,365,-14,1,3,3,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.025694444444444443,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,172,26,2,0,0.0,0,0,1,730,-2,1,2,1,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.03229166666666667,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,269,42,3,0,0.007434944237918215,0,0,1,730,-1,1,2,6,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.025694444444444443,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,297,52,4,0,0.006734006734006734,0,0,1,365,0,1,4,6,1,0,2,2,0,2,0.03753910323253389,0.15085351329892815,0.00625,1
619.0,13490.0,13490.0,13490.0,0,0.04588584136397331,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,193,34,1,0,0.0051813471502590676,0,0,1,365,0,1,3,3,0,0,2,2,0,2,0.029197080291970802,0.15085351329892815,0.02013888888888889,1
619.0,17790.0,17790.0,17790.0,0,0.03479482855536818,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,269,43,5,0,0.0,0,0,1,365,0,1,5,6,1,0,2,2,0,2,0.03753910323253389,0.15085351329892815,0.011805555555555555,1
619.0,13490.0,13490.0,13490.0,0,0.04588584136397331,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,318,51,5,0,0.03459119496855346,0,0,1,731,0,1,4,0,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.002777777777777778,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,259,46,3,0,0.015444015444015444,0,0,1,365,-3,1,2,0,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.00625,1
619.0,17790.0,17790.0,17790.0,0,0.03479482855536818,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,180,34,2,0,0.005555555555555556,0,0,1,731,0,1,4,1,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.011805555555555555,1
369.0,2490.0,2490.0,2490.0,0,0.14819277108433734,0.0,0,0,7,2,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,215,34,4,0,0.004651162790697674,0,0,1,365,-28,1,3,4,0,0,2,2,0,2,0.001737921445950643,0.08098451766574037,0.0010416666666666667,1
619.0,13490.0,13490.0,13490.0,0,0.04588584136397331,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,524,88,8,0,0.011450381679389313,0,0,1,365,-14,1,3,3,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.010763888888888889,1
619.0,13490.0,13490.0,13490.0,0,0.04588584136397331,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,203,33,3,0,0.009852216748768473,0,0,1,730,-1,1,2,2,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.02013888888888889,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,170,31,2,0,0.0,0,0,1,365,-13,1,3,2,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.016666666666666666,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,650,101,8,0,0.004615384615384616,0,1,1,731,0,1,3,2,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.03229166666666667,1
619.0,13490.0,13490.0,13490.0,0,0.04588584136397331,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,298,51,4,0,0.02348993288590604,0,0,1,365,-3,1,2,0,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.02013888888888889,1
369.0,2990.0,2990.0,2990.0,0,0.1234113712374582,0.0,0,0,7,2,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,360,49,4,0,0.002777777777777778,0,0,1,365,0,1,1,0,1,0,2,2,0,2,0.03753910323253389,0.15085351329892815,0.0010416666666666667,1
619.0,13490.0,13490.0,13490.0,0,0.04588584136397331,0.0,0,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,22,3,0,0.029411764705882353,0,0,0,731,0,1,3,1,0,0,2,3,0,2,0.09975669099756691,0.7133783247320366,0.010763888888888889,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,205,36,3,0,0.0,0,0,1,365,-1,1,2,4,1,0,2,2,0,2,0.03753910323253389,0.15085351329892815,0.03229166666666667,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,601,100,7,0,0.07653910149750416,0,2,1,365,0,1,7,0,1,0,2,3,0,2,0.03753910323253389,0.15085351329892815,0.025694444444444443,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,259,45,5,0,0.0,0,0,1,731,0,1,3,3,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.011458333333333333,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,209,33,3,0,0.004784688995215311,0,0,1,365,-41,1,3,3,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.004861111111111111,1
619.0,17790.0,17790.0,17790.0,0,0.03479482855536818,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,203,36,1,0,0.0,0,0,1,365,-22,1,3,3,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.0020833333333333333,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,252,47,3,0,0.0,0,0,1,731,0,1,7,6,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.03229166666666667,1
619.0,13990.0,13990.0,13990.0,0,0.044245889921372406,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,237,37,3,0,0.0,0,0,1,365,0,1,1,0,0,0,2,2,0,2,0.029197080291970802,0.15085351329892815,0.001388888888888889,1
619.0,13490.0,13490.0,13490.0,0,0.04588584136397331,0.0,0,3,4,2,1,0,-1,1,1,-1,0,0,0,-1,-1,-1,237,41,3,0,0.008438818565400843,0,0,1,365,-1,1,2,3,0,0,2,2,0,2,0.029197080291970802,0.15085351329892815,0.010763888888888889,1
1459.0,20490.0,20490.0,20490.0,0,0.07120546608101513,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,174,24,2,0,0.0,0,0,1,730,0,1,12,6,0,0,2,2,0,2,0.09975669099756691,0.15085351329892815,0.001388888888888889,1
619.0,13490.0,13490.0,13490.0,0,0.04588584136397331,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,209,37,4,0,0.004784688995215311,0,0,1,365,-41,1,3,3,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.005208333333333333,1
619.0,17790.0,17790.0,17790.0,0,0.03479482855536818,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,530,91,5,0,0.007547169811320755,0,0,1,365,5,1,4,6,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.0010416666666666667,1
619.0,13490.0,13490.0,13490.0,0,0.04588584136397331,0.0,0,0,7,2,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,567,84,6,0,0.007054673721340388,0,0,1,365,-13,1,3,4,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.001736111111111111,1
1459.0,19490.0,19490.0,19490.0,0,0.07485890200102617,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,280,24,2,0,0.010714285714285714,0,0,1,730,-1,1,2,2,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.005208333333333333,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,168,31,2,0,0.005952380952380952,0,0,1,731,0,1,4,4,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.014930555555555556,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,265,45,6,0,0.01509433962264151,0,0,1,365,5,1,4,6,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.010069444444444445,1
619.0,15990.0,15990.0,15990.0,0,0.038711694809255785,0.0,0,0,7,2,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,1486,228,12,0,0.04576043068640646,0,0,1,730,0,1,1,3,0,1,2,2,0,3,0.0020855057351407717,0.7133783247320366,0.0024305555555555556,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,411,66,5,0,0.004866180048661801,0,0,1,365,67,1,7,6,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.003472222222222222,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,225,43,3,0,0.013333333333333334,0,0,0,365,-3,1,2,0,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.03229166666666667,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,203,33,3,0,0.0,0,0,1,731,0,1,3,0,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.00625,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,211,41,3,0,0.0,0,0,1,365,96,1,7,6,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.010069444444444445,1
479.0,4890.0,4890.0,4890.0,0,0.09795501022494887,0.0,0,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1303,214,9,0,0.056792018419033,0,2,1,365,0,1,4,2,0,0,2,3,0,2,0.029197080291970802,0.15085351329892815,0.0006944444444444445,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,4,3,2,1,0,-1,0,1,-1,1,1,0,-1,-1,-1,160,29,2,0,0.0,1,0,1,730,56,1,2,0,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.03229166666666667,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,184,28,2,0,0.016304347826086956,0,0,1,731,0,1,4,0,0,0,2,2,0,2,0.09975669099756691,0.15085351329892815,0.03229166666666667,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,226,39,2,0,0.0,0,0,1,365,-13,1,3,2,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.016666666666666666,1
1039.0,13490.0,13490.0,13490.0,0,0.07702001482579689,0.0,0,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,188,31,2,0,0.03723404255319149,0,0,1,365,-1,1,6,3,1,2,2,2,0,2,0.03753910323253389,0.15085351329892815,0.010763888888888889,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,159,25,1,0,0.006289308176100629,0,0,1,365,-13,1,3,2,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.016666666666666666,1
479.0,4990.0,4990.0,4990.0,0,0.09599198396793587,0.0,0,0,7,2,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,224,36,5,0,0.008928571428571428,0,0,1,365,-22,1,3,3,0,0,2,2,0,2,0.001737921445950643,0.08098451766574037,0.0010416666666666667,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,170,22,3,0,0.0058823529411764705,0,0,1,731,0,1,3,4,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.03229166666666667,1
619.0,13490.0,13490.0,13490.0,0,0.04588584136397331,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,176,31,2,0,0.0,0,0,1,365,-41,1,3,3,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.001736111111111111,0
619.0,13490.0,10932.0,10932.0,0,0.04588584136397331,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,458,81,5,0,0.004366812227074236,0,0,1,365,-1,1,2,3,0,0,2,2,0,2,0.029197080291970802,0.15085351329892815,0.010763888888888889,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,196,35,3,0,0.01020408163265306,0,0,1,365,-13,1,3,2,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.010069444444444445,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,277,48,3,0,0.007220216606498195,0,0,1,731,0,1,6,1,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.025694444444444443,0
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,192,32,2,0,0.0,0,0,1,730,-1,1,2,6,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.025694444444444443,1
619.0,15490.0,15490.0,15490.0,0,0.039961265332472566,0.0,0,6,1,2,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,258,37,4,0,0.003875968992248062,0,0,1,731,0,1,3,2,0,0,2,2,0,2,0.09975669099756691,0.7133783247320366,0.03229166666666667,1
619.0,14490.0,14490.0,14490.0,0,0.04271911663216011,0.0,0,5,2,2,1,0,-1,1,1,-1,1,1,0,-1,-1,-1,178,28,4,0,0.016853932584269662,0,0,1,365,-3,1,2,0,0,0,2,2,0,2,0.05039972193256865,0.08098451766574037,0.025694444444444443,1
